"subject","test_part","skew","P_A1","O_A1","P_A2","O_A2","P_B1","O_B1","P_B2","O_B2","eva","evb","evd","sda","sdb","sdd","risk_index","response","rt","cho"
"stj6ooxx","cs","ns",48,17,52,70,36,69,64,46,44.56,54.28,-9.72,26.47879151,11.04,15.43879151,1,"f",3016,1
"stj6ooxx","cs","rl",15,127,85,36,16,9,84,70,49.65,60.24,-10.59,32.49349935,22.36296939,10.13052996,1,"f",733,1
"stj6ooxx","sc","ns",40,13,60,41,41,19,59,38,29.8,30.21,-0.41,13.71714256,9.344832797,4.372309763,-1,"f",1412,-1
"stj6ooxx","cs","lr",81,74,19,31,7,92,93,64,65.83,65.96,-0.13,16.86893891,7.14411646,9.724822451,1,"j",855,-1
"stj6ooxx","cs","lr",86,102,14,50,5,117,95,83,94.72,84.7,10.02,18.04332564,7.410128204,10.63319743,-1,"j",639,1
"stj6ooxx","sc","lr",83,114,17,31,19,173,81,107,99.89,119.54,-19.65,31.17752235,25.89185972,5.285662627,1,"j",846,-1
"stj6ooxx","sc","lr",91,54,9,4,94,39,6,55,49.5,39.96,9.54,14.30908802,3.799789468,10.50929855,-1,"f",728,-1
"stj6ooxx","sc","lr",89,107,11,16,90,102,10,148,96.99,106.6,-9.61,28.47296788,13.8,14.67296788,1,"j",857,-1
"stj6ooxx","cs","lr",19,25,81,110,12,166,88,96,93.85,104.4,-10.55,33.34557692,22.74730753,10.59826939,-1,"f",1106,-1
"stj6ooxx","sc","control",59,74,41,97,72,110,28,85,83.43,103,-19.57,11.31216602,11.22497216,0.087193857,1,"j",3745,-1
"stj6ooxx","sc","ns",39,100,61,23,58,72,42,27,53.03,53.1,-0.07,37.55674507,22.21013282,15.34661224,1,"j",1811,-1
"stj6ooxx","cs","lr",83,132,17,46,12,184,88,131,117.38,137.36,-19.98,32.30442075,17.22296142,15.08145933,-1,"j",697,1
"stj6ooxx","sc","control",46,39,54,18,23,27,77,2,27.66,7.75,19.91,10.46634607,10.52081271,-0.054466639,-1,"f",2960,-1
"stj6ooxx","sc","lr",84,58,16,11,87,28,13,47,50.48,30.47,20.01,17.23048461,6.389765254,10.84071936,-1,"f",2044,-1
"stj6ooxx","cs","lr",17,17,83,111,81,100,19,179,95.02,115.01,-19.99,35.30948315,30.99177149,4.317711657,-1,"f",2958,-1
"stj6ooxx","cs","lr",81,56,19,2,87,33,13,51,45.74,35.34,10.4,21.18424887,6.053461819,15.13078705,1,"j",1109,-1
"stj6ooxx","cs","lr",83,108,17,25,86,106,14,166,93.89,114.4,-20.51,31.17752235,20.81922189,10.35830046,-1,"f",4515,-1
"stj6ooxx","cs","ns",43,147,57,41,68,136,32,45,86.58,106.88,-20.3,52.47802969,42.44932979,10.02869989,-1,"f",6876,-1
"stj6ooxx","sc","lr",7,17,93,107,15,144,85,106,100.7,111.7,-11,22.96323148,13.56871401,9.394517466,-1,"f",826,-1
"stj6ooxx","cs","rl",4,166,96,62,9,15,91,71,66.16,65.96,0.2,20.37975466,16.02617858,4.353576076,-1,"j",1153,1
"stj6ooxx","cs","lr",92,128,8,26,88,115,12,155,119.84,119.8,0.04,27.67190633,12.99846145,14.67344488,-1,"f",1103,-1
"stj6ooxx","sc","rl",14,151,86,74,90,80,10,25,84.78,74.5,10.28,26.71800142,16.5,10.21800142,-1,"j",1326,1
"stj6ooxx","cs","rl",84,70,16,161,15,28,85,94,84.56,84.1,0.46,33.36115106,23.56671381,9.794437245,-1,"j",1083,1
"stj6ooxx","cs","rl",16,152,84,64,14,16,86,65,78.08,58.14,19.94,32.26133289,17.00236454,15.25896835,-1,"j",1336,1
"stj6ooxx","cs","rl",85,84,15,131,98,111,2,95,91.05,110.68,-19.63,16.78235681,2.24,14.54235681,-1,"f",5084,-1
"stj6ooxx","cs","rl",19,123,81,66,90,69,10,44,76.83,66.5,10.33,22.36115158,7.5,14.86115158,-1,"j",771,1
"stj6ooxx","sc","rl",12,134,88,43,9,12,91,80,53.92,73.88,-19.96,29.57149979,19.46035971,10.11114008,-1,"j",1049,1
"stj6ooxx","sc","rl",13,196,87,108,5,35,95,124,119.44,119.55,-0.11,29.59470223,19.3971003,10.19760193,-1,"j",1651,1
"stj6ooxx","sc","ns",60,11,40,130,42,6,58,114,58.6,68.64,-10.04,58.29785588,53.30431877,4.993537104,1,"j",2863,-1
"stj6ooxx","sc","control",23,14,77,32,65,2,35,18,27.86,7.6,20.26,7.574985149,7.631513611,-0.056528463,-1,"j",2265,1
"stj6ooxx","sc","rl",90,77,10,188,91,117,9,18,88.1,108.09,-19.99,33.3,28.33199428,4.968005718,1,"f",1341,1
"stj6ooxx","cs","ns",51,101,49,22,44,75,56,16,62.29,41.96,20.33,39.49209921,29.2868298,10.20526941,1,"f",1859,1
"stj6ooxx","sc","lr",81,104,19,44,7,107,93,70,92.6,72.59,20.01,23.5380543,9.440439608,14.09761469,1,"j",922,-1
"stj6ooxx","sc","rl",14,104,86,36,83,70,17,45,45.52,65.75,-20.23,23.59511814,9.390819985,14.20429815,-1,"f",823,-1
"stj6ooxx","cs","ns",43,67,57,9,46,18,54,47,33.94,33.66,0.28,28.7143936,14.45352552,14.26086808,1,"j",1050,-1
"stj6ooxx","sc","lr",8,12,92,70,7,83,93,64,65.36,65.33,0.03,15.73500556,4.847793312,10.88721225,-1,"f",1156,-1
"stj6ooxx","sc","rl",18,97,82,36,84,61,16,39,46.98,57.48,-10.5,23.43543471,8.065333223,15.37010149,1,"f",2698,1
"stj6ooxx","sc","ns",40,41,60,11,57,52,43,31,23,42.97,-19.97,14.69693846,10.39659079,4.300347669,1,"j",1099,-1
"stj6ooxx","sc","rl",7,90,93,22,81,40,19,21,26.76,36.39,-9.63,17.34999712,7.453717193,9.896279925,1,"f",2152,1
"stj6ooxx","sc","lr",18,32,82,106,17,113,83,76,92.68,82.29,10.39,28.42987161,13.89841358,14.53145804,1,"j",3283,-1
"stj6ooxx","cs","lr",81,60,19,4,86,56,14,78,49.36,59.08,-9.72,21.96885068,7.633714692,14.33513598,1,"j",1479,-1
"stj6ooxx","cs","control",56,5,44,192,53,196,47,10,87.28,108.58,-21.3,92.82435887,92.83244907,-0.008090196,-1,"f",3376,-1
"stj6ooxx","cs","rl",87,110,13,182,3,29,97,111,119.36,108.54,10.82,24.21384728,13.98815213,10.22569515,-1,"j",1182,1
"stj6ooxx","cs","ns",67,123,33,39,62,129,38,67,95.28,105.44,-10.16,39.4978683,30.09395953,9.40390877,1,"j",1825,-1
"stj6ooxx","sc","ns",63,83,37,7,32,82,68,12,54.88,34.4,20.48,36.69312742,32.65333061,4.039796811,1,"f",3350,1
"stj6ooxx","sc","lr",87,107,13,3,17,157,83,104,93.48,113.01,-19.53,34.97555718,19.90853837,15.06701881,-1,"f",1073,-1
"4qg4v4l8","ss","rl",13,79,87,25,97,33,3,17,32.02,32.52,-0.5,18.16038546,2.729395537,15.43098992,1,"f",2512,1
"4qg4v4l8","ss","lr",17,14,83,73,81,44,19,89,62.97,52.55,10.42,22.16233517,17.65354072,4.508794444,1,"j",2011,-1
"4qg4v4l8","ss","ns",53,73,47,22,62,71,38,39,49.03,58.84,-9.81,25.45405862,15.53236621,9.921692408,-1,"j",2215,1
"4qg4v4l8","ss","rl",15,133,85,43,85,54,15,5,56.5,46.65,9.85,32.13642793,17.49649965,14.63992828,1,"f",936,1
"4qg4v4l8","ss","ns",45,45,55,142,33,157,67,85,98.35,108.76,-10.41,48.2568907,33.85531568,14.40157502,-1,"f",1867,-1
"4qg4v4l8","cc","ns",43,6,57,137,68,125,32,18,80.67,90.76,-10.09,64.85492348,49.91294822,14.94197526,-1,"j",2161,1
"4qg4v4l8","ss","control",53,61,47,25,79,15,21,59,44.08,24.24,19.84,17.96757079,17.92156243,0.046008356,1,"f",3673,1
"4qg4v4l8","cc","ns",56,163,44,33,59,44,41,144,105.8,85,20.8,64.53030296,49.18333051,15.34697245,-1,"f",4738,-1
"4qg4v4l8","ss","lr",16,26,84,120,19,175,81,113,104.96,124.78,-19.82,34.46096923,24.3226561,10.13831312,1,"f",1972,1
"4qg4v4l8","cc","rl",81,110,19,158,12,86,88,112,119.12,108.88,10.24,18.83044344,8.448999941,10.3814435,1,"j",4472,-1
"4qg4v4l8","ss","lr",12,2,88,77,17,69,83,43,68,47.42,20.58,24.37211521,9.766452785,14.60566243,1,"f",3344,1
"4qg4v4l8","cc","ns",31,17,69,54,70,31,30,5,42.53,23.2,19.33,17.11225,11.91469681,5.197553191,1,"f",5248,1
"4qg4v4l8","ss","ns",52,52,48,7,44,18,56,4,30.4,10.16,20.24,22.48199279,6.949417242,15.53257555,-1,"j",3093,1
"4qg4v4l8","cc","lr",82,65,18,2,89,51,11,82,53.66,54.41,-0.75,24.20380962,9.699582465,14.50422715,1,"f",3979,1
"4qg4v4l8","cc","lr",8,3,92,42,81,36,19,51,38.88,38.85,0.03,10.58043477,5.884513574,4.6959212,-1,"f",3717,-1
"4qg4v4l8","ss","lr",83,72,17,7,93,48,7,84,60.95,50.52,10.43,24.41613196,9.185292592,15.23083937,1,"j",916,-1
"4qg4v4l8","cc","control",71,57,29,76,28,69,72,88,62.51,82.68,-20.17,8.621478991,8.530978842,0.09050015,1,"j",3060,-1
"4qg4v4l8","cc","ns",53,93,47,135,70,124,30,87,112.74,112.9,-0.16,20.96216592,16.95553007,4.006635847,1,"f",4376,1
"4qg4v4l8","cc","rl",15,89,85,41,18,12,82,44,48.2,38.24,9.96,17.13942823,12.29399854,4.845429693,-1,"j",2085,1
"4qg4v4l8","ss","ns",64,20,36,116,44,27,56,111,54.56,74.04,-19.48,46.08,41.69650345,4.383496549,1,"j",2568,-1
"4qg4v4l8","ss","ns",44,85,56,55,43,37,57,57,68.2,48.4,19.8,14.89160838,9.901515036,4.99009334,-1,"j",10524,1
"4qg4v4l8","ss","rl",12,169,88,71,13,15,87,81,82.76,72.42,10.34,31.84623055,22.19602667,9.650203875,-1,"f",7569,-1
"4qg4v4l8","ss","lr",15,8,85,126,16,163,84,74,108.3,88.24,20.06,42.13442773,32.62793895,9.50648878,-1,"j",45901,1
"4qg4v4l8","ss","ns",39,133,61,6,47,20,53,125,55.53,75.65,-20.12,61.94424186,52.4054148,9.538827067,-1,"f",758,-1
"4qg4v4l8","cc","lr",15,12,85,111,84,107,16,161,96.15,115.64,-19.49,35.35007072,19.796727,15.55334372,-1,"j",2053,1
"4qg4v4l8","cc","control",66,74,34,36,62,55,38,18,61.08,40.94,20.14,18.00093331,17.95929843,0.041634882,-1,"j",3678,1
"4qg4v4l8","ss","ns",45,16,55,65,34,19,66,40,42.95,32.86,10.09,24.37719221,9.947884197,14.42930801,1,"j",3380,-1
"4qg4v4l8","cc","ns",68,22,32,116,67,21,33,83,52.08,41.46,10.62,43.84875825,29.1531885,14.69556974,1,"j",7575,-1
"4qg4v4l8","cc","control",67,60,33,90,74,41,26,73,69.9,49.32,20.58,14.10638153,14.03629581,0.070085727,1,"f",2858,1
"4qg4v4l8","ss","control",41,17,59,138,61,156,39,34,88.39,108.42,-20.03,59.51182992,59.50549218,0.006337733,1,"j",1663,-1
"4qg4v4l8","cc","rl",81,68,19,128,90,82,10,56,79.4,79.4,0,23.5380543,7.8,15.7380543,-1,"f",3977,-1
"4qg4v4l8","ss","ns",59,17,41,63,56,27,44,2,35.86,16,19.86,22.62433203,12.40967365,10.21465839,-1,"f",3283,-1
"4qg4v4l8","ss","rl",17,113,83,51,16,11,84,59,61.54,51.32,10.22,23.28923356,17.59709067,5.692142895,-1,"j",1454,1
"4qg4v4l8","cc","rl",92,19,8,77,94,36,6,9,23.64,34.38,-10.74,15.73500556,6.412144727,9.322860834,-1,"j",1666,1
"4qg4v4l8","ss","control",47,32,53,56,49,13,51,37,44.72,25.24,19.48,11.97838052,11.99759976,-0.019219235,1,"f",2099,1
"4qg4v4l8","cc","ns",52,98,48,130,47,107,53,120,113.36,113.89,-0.53,15.98719488,6.488289451,9.498905425,1,"f",4128,1
"4qg4v4l8","ss","control",39,74,61,40,72,84,28,47,53.26,73.64,-20.38,16.58349782,16.6129588,-0.029460976,1,"j",1216,-1
"4qg4v4l8","ss","control",43,49,57,68,21,62,79,85,59.83,80.17,-20.34,9.406439284,9.368089453,0.038349831,1,"j",1605,-1
"4qg4v4l8","ss","lr",19,39,81,88,4,136,96,87,78.69,88.96,-10.27,19.22274434,9.601999792,9.620744549,1,"j",2064,-1
"4qg4v4l8","cc","rl",89,21,11,71,13,12,87,28,26.5,25.92,0.58,15.64448785,5.380854951,10.2636329,-1,"f",5958,-1
"4qg4v4l8","cc","ns",36,26,64,57,47,45,53,66,45.84,56.13,-10.29,14.88,10.48108296,4.398917041,-1,"f",4637,-1
"4qg4v4l8","ss","rl",19,179,81,96,6,5,94,98,111.77,92.42,19.35,32.56097511,22.08627628,10.47469883,1,"f",2064,1
"4qg4v4l8","ss","rl",15,176,85,78,9,10,91,79,92.7,72.79,19.91,34.9929993,19.74654147,15.24645783,-1,"j",1216,1
"4qg4v4l8","ss","rl",83,40,17,133,7,6,93,81,55.81,75.75,-19.94,34.93385035,19.13602623,15.79782411,-1,"j",1240,1
"4qg4v4l8","cc","ns",55,41,45,170,31,26,69,132,99.05,99.14,-0.09,64.17668969,49.02428378,15.15240591,-1,"f",10899,-1
"4qg4v4l8","ss","ns",53,6,47,52,67,32,33,17,27.62,27.05,0.57,22.95856267,7.053190767,15.90537191,1,"f",2056,1
"4qg4v4l8","cc","ns",46,18,54,94,30,114,70,64,59.04,79,-19.96,37.87820481,22.91287847,14.96532634,-1,"f",1039,-1
"4qg4v4l8","cc","lr",83,57,17,7,85,37,15,50,48.5,38.95,9.55,18.78163997,4.641928479,14.13971149,1,"f",2481,1
"4qg4v4l8","cc","rl",81,56,19,139,81,62,19,6,71.77,51.36,20.41,32.56097511,21.96885068,10.59212443,1,"j",5550,-1
"4qg4v4l8","cc","control",60,53,40,18,76,9,24,49,39,18.6,20.4,17.1464282,17.0833252,0.063102996,-1,"j",32839,1
"4qg4v4l8","ss","ns",48,35,52,194,40,59,60,189,117.68,137,-19.32,79.43637454,63.68673331,15.74964123,1,"f",2275,1
"4qg4v4l8","ss","rl",84,55,16,85,12,51,88,72,59.8,69.48,-9.68,10.99818167,6.82419226,4.173989408,1,"f",1621,1
"4qg4v4l8","cc","rl",17,106,83,49,10,30,90,84,58.69,78.6,-19.91,21.41106957,16.2,5.211069567,1,"j",6032,-1
"4qg4v4l8","ss","lr",17,18,83,100,84,95,16,165,86.06,106.2,-20.14,30.80188955,25.66242389,5.139465661,-1,"f",6134,-1
"4qg4v4l8","cc","control",53,50,47,76,63,92,37,65,62.22,82.01,-19.79,12.9765789,13.03571632,-0.059137419,-1,"j",2724,1
"4qg4v4l8","cc","lr",14,12,86,108,17,167,83,104,94.56,114.71,-20.15,33.31075502,23.66486636,9.645888657,1,"f",2207,1
"4qg4v4l8","ss","lr",14,7,86,114,83,108,17,168,99.02,118.2,-19.18,37.12761237,22.53796797,14.5896444,1,"j",1846,-1
"4qg4v4l8","cc","ns",58,15,42,48,33,19,67,4,28.86,8.95,19.91,16.28743074,7.053190767,9.234239969,1,"f",2272,1
"4qg4v4l8","ss","lr",19,10,81,91,90,70,10,126,75.61,75.6,0.01,31.7763733,16.8,14.9763733,1,"j",3420,-1
"4qg4v4l8","cc","lr",84,88,16,25,95,85,5,141,77.92,87.8,-9.88,23.0961815,12.20491704,10.89126446,1,"f",6311,1
"4qg4v4l8","ss","rl",88,89,12,186,82,92,18,24,100.64,79.76,20.88,31.52126901,26.12474689,5.396522121,1,"f",2339,1
"4qg4v4l8","ss","ns",69,118,31,36,58,115,42,60,92.58,91.9,0.68,37.92444594,27.14571789,10.77872805,-1,"j",1936,1
"4qg4v4l8","ss","control",48,25,52,109,65,18,35,106,68.68,48.8,19.88,41.96638655,41.97332486,-0.006938313,1,"f",2015,1
"4qg4v4l8","cc","ns",69,135,31,69,39,166,61,115,114.54,134.89,-20.35,30.52455405,24.87524673,5.649307318,-1,"j",4181,1
"4qg4v4l8","ss","lr",8,12,92,58,11,54,89,43,54.32,44.21,10.11,12.47948717,3.441787326,9.037699843,1,"j",1959,-1
"4qg4v4l8","cc","lr",14,4,86,70,10,92,90,46,60.76,50.6,10.16,22.90114408,13.8,9.101144076,1,"j",1485,-1
"4qg4v4l8","cc","control",38,67,62,113,22,73,78,127,95.52,115.12,-19.6,22.32777642,22.36930039,-0.041523968,-1,"f",7042,-1
"4qg4v4l8","ss","lr",19,25,81,92,19,114,81,84,79.27,89.7,-10.43,26.28416063,11.76902715,14.51513348,-1,"j",5377,1
"4qg4v4l8","cc","rl",90,48,10,131,97,68,3,5,56.3,66.11,-9.81,24.9,10.74699493,14.15300507,1,"f",2117,1
"4qg4v4l8","cc","lr",92,48,8,11,16,36,84,23,45.04,25.08,19.96,10.03784838,4.765878723,5.271969652,1,"f",930,1
"4qg4v4l8","ss","control",59,129,41,60,41,40,59,109,100.71,80.71,20,33.93649805,33.93649805,0,-1,"j",6863,1
"4qg4v4l8","cc","lr",86,95,14,9,16,159,84,92,82.96,102.72,-19.76,29.84088471,24.56260572,5.27827898,1,"f",296,1
"4qg4v4l8","cc","rl",91,55,9,136,18,35,82,56,62.29,52.22,10.07,23.18072259,8.067936539,15.11278606,1,"f",1611,1
"4qg4v4l8","ss","lr",86,79,14,27,89,69,11,96,71.72,71.97,-0.25,18.04332564,8.448023437,9.595302198,1,"j",943,-1
"4qg4v4l8","ss","lr",84,61,16,5,82,45,18,84,52.04,52.02,0.02,20.52993911,14.98331072,5.546628398,1,"j",1947,-1
"4qg4v4l8","ss","control",48,82,52,153,72,161,28,82,118.92,138.88,-19.96,35.47158863,35.47091203,0.000676604,-1,"f",2304,-1
"4qg4v4l8","cc","rl",9,106,91,51,85,79,15,61,55.95,76.3,-20.35,15.73999682,6.427285586,9.312711238,1,"j",2687,-1
"4qg4v4l8","ss","lr",9,9,91,82,95,51,5,123,75.43,54.6,20.83,20.89126851,15.6920362,5.199232314,-1,"f",3520,-1
"4qg4v4l8","cc","lr",5,21,95,80,17,85,83,63,77.05,66.74,10.31,12.85875188,8.263921587,4.594830296,-1,"j",586,1
"4qg4v4l8","ss","rl",84,60,16,167,92,95,8,6,77.12,87.88,-10.76,39.22684795,24.14509474,15.08175321,1,"j",3508,-1
"4qg4v4l8","cc","ns",48,51,52,165,33,64,67,162,110.28,129.66,-19.38,56.95438175,46.08084635,10.8735354,1,"j",2512,-1
"4qg4v4l8","cc","ns",52,85,48,6,55,64,45,3,47.08,36.55,10.53,39.46838735,30.34711683,9.121270518,1,"j",2991,-1
"4qg4v4l8","ss","lr",86,57,14,7,15,89,85,54,50,59.25,-9.25,17.34935157,12.49749975,4.851851823,1,"j",2183,-1
"4qg4v4l8","cc","ns",61,36,39,123,54,96,46,19,69.93,60.58,9.35,42.43424443,38.37660225,4.057642179,-1,"f",3119,-1
"4qg4v4l8","ss","ns",51,131,49,74,43,141,57,92,103.07,113.07,-10,28.49429943,24.25871184,4.235587593,1,"j",3352,-1
"4qg4v4l8","cc","lr",82,117,18,65,81,103,19,127,107.64,107.56,0.08,19.97774762,9.415221718,10.5625259,1,"f",1908,1
"4qg4v4l8","cc","rl",86,80,14,200,19,23,81,90,96.8,77.27,19.53,41.63844377,26.28416063,15.35428315,1,"f",2751,1
"4qg4v4l8","cc","rl",87,75,13,186,14,7,86,103,89.43,89.56,-0.13,37.32968122,33.31075502,4.0189262,-1,"j",2822,1
"4qg4v4l8","cc","lr",85,86,15,12,86,80,14,115,74.9,84.9,-10,26.42328519,12.1445461,14.27873908,1,"j",2176,-1
"4qg4v4l8","cc","control",64,78,36,148,78,66,22,147,103.2,83.82,19.38,33.6,33.55395059,0.046049413,1,"f",4339,1
"4qg4v4l8","cc","lr",17,68,83,130,8,124,92,97,119.46,99.16,20.3,23.28923356,7.324916382,15.96431718,1,"f",3944,1
"4qg4v4l8","cc","rl",14,170,86,79,13,5,87,82,91.74,71.99,19.75,31.57581986,25.89536445,5.680455413,1,"j",3871,-1
"4qg4v4l8","ss","ns",55,75,45,17,31,11,69,52,48.9,39.29,9.61,28.85463568,18.96222297,9.892412705,1,"j",3549,-1
"4qg4v4l8","ss","rl",82,74,18,172,9,24,91,120,91.64,111.36,-19.72,37.65037052,27.473449,10.17692152,1,"f",1343,1
"4qg4v4l8","cc","lr",87,60,13,14,96,33,4,66,54.02,34.32,19.7,15.46995798,6.466652921,9.003305062,-1,"f",13008,-1
"4qg4v4l8","cc","control",33,76,67,30,64,49,36,94,45.18,65.2,-20.02,21.62978502,21.6,0.02978502,-1,"f",2069,-1
"4qg4v4l8","cc","lr",84,114,16,53,95,110,5,186,104.24,113.8,-9.56,22.36296939,16.56381599,5.799153406,1,"j",1028,-1
"4qg4v4l8","cc","ns",42,2,58,51,54,53,46,26,30.42,40.58,-10.16,24.18436685,13.45673066,10.72763619,-1,"f",1042,-1
"4qg4v4l8","cc","rl",94,54,6,179,85,87,15,44,61.5,80.55,-19.05,29.68585522,15.35407112,14.3317841,-1,"j",1512,1
"4qg4v4l8","cc","rl",85,39,15,62,4,41,96,53,42.45,52.52,-10.07,8.212642693,2.351510153,5.86113254,1,"f",2823,1
"4qg4v4l8","ss","rl",17,52,83,31,97,35,3,13,34.57,34.34,0.23,7.888288788,3.752918864,4.135369924,-1,"f",2039,-1
"4qg4v4l8","ss","ns",35,4,65,110,30,133,70,33,72.9,63,9.9,50.55877768,45.82575695,4.733020726,1,"j",1207,-1
"4qg4v4l8","ss","rl",81,12,19,55,13,4,87,23,20.17,20.53,-0.36,16.86893891,6.389765254,10.47917366,1,"f",1513,1
"4qg4v4l8","ss","ns",43,99,57,10,57,83,43,3,48.27,48.6,-0.33,44.06174191,39.60606014,4.455681766,-1,"j",1708,1
"4qg4v4l8","ss","rl",95,31,5,114,5,14,95,47,35.15,45.35,-10.2,18.08943062,7.192183257,10.89724736,-1,"j",1230,1
"4qg4v4l8","ss","rl",5,66,95,32,97,54,3,43,33.7,53.67,-19.97,7.410128204,1.876459432,5.533668772,1,"j",1366,-1
"4qg4v4l8","sc","ns",31,50,69,18,37,11,63,22,27.92,17.93,9.99,14.79978378,5.31084739,9.488936392,-1,"j",7792,1
"4qg4v4l8","sc","rl",14,104,86,36,83,70,17,45,45.52,65.75,-20.23,23.59511814,9.390819985,14.20429815,1,"j",2083,-1
"4qg4v4l8","sc","lr",89,107,11,16,90,102,10,148,96.99,106.6,-9.61,28.47296788,13.8,14.67296788,1,"f",1887,1
"4qg4v4l8","sc","lr",81,40,19,12,11,54,89,33,34.68,35.31,-0.63,10.98442534,6.570684896,4.413740442,1,"j",2565,-1
"4qg4v4l8","sc","rl",90,77,10,188,91,117,9,18,88.1,108.09,-19.99,33.3,28.33199428,4.968005718,-1,"f",1505,-1
"4qg4v4l8","sc","ns",60,11,40,130,42,6,58,114,58.6,68.64,-10.04,58.29785588,53.30431877,4.993537104,-1,"j",2087,1
"4qg4v4l8","sc","ns",40,13,60,41,41,19,59,38,29.8,30.21,-0.41,13.71714256,9.344832797,4.372309763,-1,"f",2359,-1
"4qg4v4l8","cs","rl",4,166,96,62,9,15,91,71,66.16,65.96,0.2,20.37975466,16.02617858,4.353576076,-1,"j",993,1
"4qg4v4l8","sc","ns",58,16,42,46,65,11,35,33,28.6,18.7,9.9,14.80675522,10.49333122,4.313424,1,"j",4254,-1
"4qg4v4l8","cs","ns",56,54,44,32,41,47,59,59,44.32,54.08,-9.76,10.92051281,5.901999661,5.018513147,-1,"f",1355,-1
"4qg4v4l8","sc","control",46,39,54,18,23,27,77,2,27.66,7.75,19.91,10.46634607,10.52081271,-0.054466639,-1,"j",2043,1
"4qg4v4l8","cs","rl",12,196,88,92,14,26,86,95,104.48,85.34,19.14,33.79599976,23.94210517,9.853894593,1,"f",2826,1
"4qg4v4l8","cs","rl",7,176,93,78,91,81,9,14,84.86,74.97,9.89,25.00440761,19.17417795,5.830229663,-1,"j",3096,1
"4qg4v4l8","sc","lr",18,32,82,106,17,113,83,76,92.68,82.29,10.39,28.42987161,13.89841358,14.53145804,-1,"f",1238,-1
"4qg4v4l8","sc","rl",18,97,82,36,84,61,16,39,46.98,57.48,-10.5,23.43543471,8.065333223,15.37010149,1,"f",1759,1
"4qg4v4l8","cs","control",70,14,30,57,59,64,41,24,26.9,47.6,-20.7,19.70507549,19.6733322,0.031743285,1,"f",3602,1
"4qg4v4l8","cs","rl",87,110,13,182,3,29,97,111,119.36,108.54,10.82,24.21384728,13.98815213,10.22569515,-1,"j",3921,1
"4qg4v4l8","cs","control",56,5,44,192,53,196,47,10,87.28,108.58,-21.3,92.82435887,92.83244907,-0.008090196,1,"f",3271,1
"4qg4v4l8","cs","ns",51,101,49,22,44,75,56,16,62.29,41.96,20.33,39.49209921,29.2868298,10.20526941,1,"j",2005,-1
"4qg4v4l8","cs","lr",18,14,82,67,91,63,9,117,57.46,67.86,-10.4,20.36193508,15.45381506,4.908120012,-1,"j",1344,1
"4qg4v4l8","cs","control",72,5,28,64,34,79,66,23,21.52,42.04,-20.52,26.4909343,26.52769119,-0.036756894,1,"j",1535,-1
"4qg4v4l8","cs","ns",53,15,47,74,70,24,30,56,42.73,33.6,9.13,29.44685212,14.66424222,14.7826099,-1,"f",1156,-1
"4qg4v4l8","cs","ns",48,17,52,70,36,69,64,46,44.56,54.28,-9.72,26.47879151,11.04,15.43879151,1,"j",8533,-1
"4qg4v4l8","cs","rl",85,84,15,131,98,111,2,95,91.05,110.68,-19.63,16.78235681,2.24,14.54235681,-1,"f",1061,-1
"4qg4v4l8","cs","lr",83,132,17,46,12,184,88,131,117.38,137.36,-19.98,32.30442075,17.22296142,15.08145933,-1,"j",2341,1
"4qg4v4l8","sc","rl",9,196,91,86,19,30,81,100,95.9,86.7,9.2,31.47999365,27.46106334,4.018930302,1,"j",2949,-1
"4qg4v4l8","cs","rl",88,15,12,74,86,46,14,18,22.08,42.08,-20,19.17273063,9.715636881,9.457093754,1,"f",2798,1
"4qg4v4l8","sc","rl",12,134,88,43,9,12,91,80,53.92,73.88,-19.96,29.57149979,19.46035971,10.11114008,-1,"j",2957,1
"4qg4v4l8","sc","lr",91,54,9,4,94,39,6,55,49.5,39.96,9.54,14.30908802,3.799789468,10.50929855,-1,"f",1107,-1
"4qg4v4l8","cs","ns",70,37,30,131,57,53,43,129,65.2,85.68,-20.48,43.07621153,37.62575714,5.450454397,-1,"f",4491,-1
"4qg4v4l8","cs","control",74,62,26,30,48,48,52,20,53.68,33.44,20.24,14.03629581,13.98879552,0.047500291,-1,"j",2702,1
"4qg4v4l8","cs","lr",81,60,19,4,86,56,14,78,49.36,59.08,-9.72,21.96885068,7.633714692,14.33513598,-1,"j",1837,1
"4qg4v4l8","cs","ns",35,53,65,17,57,25,43,12,29.6,19.41,10.19,17.17090563,6.435984773,10.73492085,1,"f",1629,1
"4qg4v4l8","sc","lr",14,60,86,115,7,123,93,106,107.3,107.19,0.11,19.08428673,4.33749928,14.74678745,1,"j",1325,-1
"4qg4v4l8","sc","ns",59,5,41,74,45,70,55,21,33.29,43.05,-9.76,33.93649805,24.37719221,9.559305842,1,"f",2636,1
"4qg4v4l8","sc","lr",19,15,81,52,13,79,87,51,44.97,54.64,-9.67,14.51513348,9.416496164,5.098637318,1,"j",2223,-1
"4qg4v4l8","sc","rl",7,90,93,22,81,40,19,21,26.76,36.39,-9.63,17.34999712,7.453717193,9.896279925,1,"j",2950,-1
"4qg4v4l8","cs","ns",63,92,37,44,59,87,41,105,74.24,94.38,-20.14,23.17460679,8.852999492,14.3216073,-1,"f",2629,-1
"4qg4v4l8","cs","ns",43,147,57,41,68,136,32,45,86.58,106.88,-20.3,52.47802969,42.44932979,10.02869989,-1,"j",1119,1
